Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
16.6,Low Fat,0.046161923,,Tier 3,Grocery Store,454.2402595
12.15,Low Fat,0.079592733,,Tier 2,Supermarket Type1,1594.556167
16.25,Low Fat,0.025776994,Medium,Tier 1,Supermarket Type1,2027.426722
11.5,Low Fat,0.020960615,High,Tier 3,Supermarket Type1,1925.089856
,Low Fat,0,Medium,Tier 3,Supermarket Type3,800
13.15,Low Fat,0.020715913,Small,Tier 1,Supermarket Type1,1721.192379
5.465,Regular,0.048801674,,Tier 2,Supermarket Type1,1498.899277
14.15,Low Fat,0,,Tier 2,Supermarket Type1,1500
12.8,Low Fat,0.069605676,Small,Tier 2,Supermarket Type1,1582.90036
8.655,Regular,0.088373591,,Tier 2,Supermarket Type1,1554.545958
,Regular,0.035853059,Medium,Tier 3,Supermarket Type3,786.6776794
9.3,Regular,0.01404119,Medium,Tier 1,Supermarket Type1,1965.024073
20.6,Low Fat,0.083473583,,Tier 2,Supermarket Type1,1594.57557
,Regular,0.076434542,Small,Tier 1,Grocery Store,827.0460183
19.7,reg,0.08073703,Small,Tier 1,Supermarket Type1,1736.065674
14.5,Regular,0,Small,Tier 2,Supermarket Type1,1450
10,Low Fat,0.089152528,Small,Tier 1,Supermarket Type1,1792.629477
7.945,Low Fat,0.015863075,High,Tier 3,Supermarket Type1,1917.338341
20.35,Regular,0.151308326,Medium,Tier 1,Supermarket Type1,2108.571126
15.85,Regular,0.121609722,Small,Tier 2,Supermarket Type1,1575.622843
16.85,Regular,0.023135131,High,Tier 3,Supermarket Type1,1873.412753
11.5,Low Fat,0.017714096,Medium,Tier 3,Supermarket Type2,1218.635229
11.1,low fat,0,Medium,Tier 1,Supermarket Type1,2000
6.635,Low Fat,0.027069402,Small,Tier 1,Supermarket Type1,1727.394235
7.81,Regular,0.055226755,Small,Tier 1,Supermarket Type1,1714.394396
9.395,Low Fat,0.040124625,Medium,Tier 3,Supermarket Type2,1248.069301
7,Low Fat,0.151376958,Small,Tier 2,Supermarket Type1,1672.266978
6.71,Low Fat,0.03558013,Small,Tier 2,Supermarket Type1,1538.675601
15.75,Low Fat,0.166513779,Medium,Tier 3,Supermarket Type2,1384.663781
19.85,Low Fat,0.06478563,,Tier 2,Supermarket Type1,1577.67797
9.5,Low Fat,0.085223447,Medium,Tier 1,Supermarket Type1,2090.166407
15.6,Low Fat,0.143915417,,Tier 2,Supermarket Type1,1644.203248
,Low Fat,0.132275338,Small,Tier 1,Grocery Store,933.2012654
13.35,Regular,0.149338159,Small,Tier 2,Supermarket Type1,1628.4591
11.1,Low Fat,0.044823438,Small,Tier 1,Supermarket Type1,1746.706022
15,Regular,0.02681843,High,Tier 3,Supermarket Type1,1879.392999
14.8,Regular,0.04407225,Medium,Tier 3,Supermarket Type2,1201.344171
19.1,Regular,0.025872153,Small,Tier 1,Supermarket Type1,1678.71809
6.825,Low Fat,0.059835659,Small,Tier 2,Supermarket Type1,1566.836431
,Low Fat,0.13027716,Small,Tier 1,Grocery Store,951.9031686
17.35,Regular,0.027653795,Medium,Tier 1,Supermarket Type1,1979.451292
9.8,Low Fat,0.04714777,High,Tier 3,Supermarket Type1,1952.334025
19.35,Regular,0.062882112,,Tier 2,Supermarket Type1,1519.044559
18.6,Low Fat,0.152294691,Medium,Tier 1,Supermarket Type1,2163.869088
7.27,LF,0.071064499,Small,Tier 2,Supermarket Type1,1581.51098
12.6,Regular,0.041726942,Medium,Tier 3,Supermarket Type2,1192.227665
,Low Fat,0.055121892,Medium,Tier 3,Supermarket Type3,860.3033498
12.65,Low Fat,0.042211119,Small,Tier 1,Supermarket Type1,1743.730719
,Regular,0.132500853,Medium,Tier 3,Supermarket Type3,904.098492
17.5,Low Fat,0.015557426,Small,Tier 2,Supermarket Type1,1516.553101
8.06,Low Fat,0.021409913,Medium,Tier 1,Supermarket Type1,2023.315395
12.1,LF,0.015497337,Medium,Tier 3,Supermarket Type2,1216.458172
,Low Fat,0.065612808,Medium,Tier 3,Supermarket Type3,868.7622228
17.2,Regular,0.012030747,Medium,Tier 1,Supermarket Type1,1964.075974
,Low Fat,0.075603699,Medium,Tier 3,Supermarket Type3,885.9614058
5.94,Regular,0.029372367,Small,Tier 1,Supermarket Type1,1681.340316
16.7,low fat,0.070096518,High,Tier 3,Supermarket Type1,1978.648293
7.39,Low Fat,0.120258245,Small,Tier 2,Supermarket Type1,1627.834514
20.7,Regular,0.079281476,Small,Tier 2,Supermarket Type1,1532.214891
,Low Fat,0.097768728,Small,Tier 1,Grocery Store,909.5987441
,Regular,0.104786172,Medium,Tier 3,Supermarket Type3,874.3811862
18.2,Regular,0.043626605,,Tier 3,Grocery Store,399.8652095
20.2,Regular,0.117839328,Medium,Tier 3,Supermarket Type2,1274.202652
,Low Fat,0.089858447,Medium,Tier 3,Supermarket Type3,904.5053739
,Regular,0.185008985,Small,Tier 1,Grocery Store,962.9453417
17.75,Regular,0.156701315,High,Tier 3,Supermarket Type1,2034.75085
8.71,Regular,0,,Tier 2,Supermarket Type1,1450
18.85,Regular,0.139087683,,Tier 2,Supermarket Type1,1592.147612
20.75,Low Fat,0.089243789,Small,Tier 2,Supermarket Type1,1594.866148
12.5,Regular,0.073721115,Small,Tier 2,Supermarket Type1,1538.244175
5.325,Regular,0.138679995,Small,Tier 1,Supermarket Type1,1808.233874
,Low Fat,0.240268248,Small,Tier 1,Grocery Store,1088.081629
16.75,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
16,Low Fat,0.040911824,High,Tier 3,Supermarket Type1,1942.711944
13.35,Regular,0.149974858,Medium,Tier 3,Supermarket Type2,1325.170634
11.8,Regular,0.026072872,,Tier 2,Supermarket Type1,1477.767609
10.65,Regular,0.085482761,Medium,Tier 3,Supermarket Type2,1238.645623
12.1,LF,0.015521768,,Tier 2,Supermarket Type1,1516.422031
9.395,Low Fat,0.099101845,Small,Tier 2,Supermarket Type1,1615.453649
19.6,Low Fat,0.025281802,Small,Tier 2,Supermarket Type1,1526.899837
14.1,Low Fat,0.125675936,High,Tier 3,Supermarket Type1,2047.669225
,Low Fat,0.07204818,Medium,Tier 3,Supermarket Type3,879.1089016
16.5,Regular,0.068263916,,Tier 2,Supermarket Type1,1523.588501
14.3,Regular,0.109144085,,Tier 3,Grocery Store,475.1882655
7.51,Low Fat,0.017425784,Small,Tier 2,Supermarket Type1,1518.209944
17.25,low fat,0.035118834,Medium,Tier 1,Supermarket Type1,2038.771193
5.785,Regular,0.054066567,Medium,Tier 3,Supermarket Type2,1213.47415
13.65,Regular,0.012823829,,Tier 2,Supermarket Type1,1465.375771
6.26,reg,0.009883257,Medium,Tier 1,Supermarket Type1,1960.703567
,Regular,0.041754584,Medium,Tier 3,Supermarket Type3,797.474962
19.7,Low Fat,0.112036236,,Tier 3,Grocery Store,515.9575043
19.7,Regular,0.161610636,,Tier 2,Supermarket Type1,1642.316657
13.65,Regular,0.078909166,Medium,Tier 1,Supermarket Type1,2029.540439
20.1,Low Fat,0.077769768,Medium,Tier 3,Supermarket Type2,1282.280415
12.6,Regular,0.021951613,High,Tier 3,Supermarket Type1,1873.071145
20.85,Low Fat,0.097770004,Medium,Tier 1,Supermarket Type1,2113.999825
,Low Fat,0.094817105,Small,Tier 1,Grocery Store,912.3582694
15.6,Low Fat,0.066726133,Small,Tier 1,Supermarket Type1,1779.270646
5.98,Low Fat,0.043809261,,Tier 2,Supermarket Type1,1549.986367
,Regular,0,Small,Tier 1,Grocery Store,750
16.35,Low Fat,0.032671446,Medium,Tier 3,Supermarket Type2,1235.089133
14.15,Low Fat,0.095378221,Small,Tier 1,Supermarket Type1,1796.713516
12.1,Low Fat,0,High,Tier 3,Supermarket Type1,1900
9.895,Low Fat,0.060188932,,Tier 2,Supermarket Type1,1569.518216
8.51,Low Fat,0.016135764,Medium,Tier 1,Supermarket Type1,2016.829602
17,LF,0.126220187,Small,Tier 2,Supermarket Type1,1632.531196
,Regular,0.024286378,Medium,Tier 3,Supermarket Type3,774.7963919
9,Low Fat,0.065350715,Medium,Tier 1,Supermarket Type1,2076.525687
5.11,Low Fat,0.035071955,,Tier 2,Supermarket Type1,1539.245518
19.5,Regular,0.030742083,Medium,Tier 1,Supermarket Type1,1983.662581
9.195,Low Fat,0.015949001,,Tier 2,Supermarket Type1,1516.475318
16.7,Regular,0.038496166,High,Tier 3,Supermarket Type1,1895.88743
19,Low Fat,0.017746826,Medium,Tier 1,Supermarket Type1,2020.692799
12.3,Low Fat,0.111274591,Small,Tier 1,Supermarket Type1,1824.516267
,Low Fat,0.065272284,Medium,Tier 3,Supermarket Type3,872.5827798
14.15,Low Fat,0.183472595,Small,Tier 2,Supermarket Type1,1690.261081
,Low Fat,0.08918772,Small,Tier 1,Grocery Store,892.3092902
10.395,Low Fat,0.030281543,Medium,Tier 3,Supermarket Type2,1236.095599
17,Low Fat,0.211306673,,Tier 3,Grocery Store,647.8627274
15.85,Regular,0.061190964,Medium,Tier 1,Supermarket Type1,2015.535522
10.195,Low Fat,0.107307677,High,Tier 3,Supermarket Type1,2007.844215
,Low Fat,0.067441726,Small,Tier 1,Grocery Store,869.1952109
6.57,Low Fat,0.066338717,Medium,Tier 3,Supermarket Type2,1278.08067
8.43,Low Fat,0,,Tier 2,Supermarket Type1,1500
7.39,Low Fat,0.120524922,,Tier 2,Supermarket Type1,1639.08576
16,LF,0.061192211,,Tier 2,Supermarket Type1,1571.166541
13.1,Low Fat,0.075056542,Medium,Tier 1,Supermarket Type1,2084.21344
,Low Fat,0.017556795,Medium,Tier 3,Supermarket Type3,818.6804299
13.5,reg,0.129077455,,Tier 2,Supermarket Type1,1595.599369
20.6,Regular,0.047896393,High,Tier 3,Supermarket Type1,1906.421951
15.2,Low Fat,0.021240491,Medium,Tier 1,Supermarket Type1,2023.152135
,Low Fat,0.031743707,Medium,Tier 3,Supermarket Type3,831.8071944
5.88,Low Fat,0.003612411,,Tier 2,Supermarket Type1,1503.800256
6.03,Low Fat,0.022796178,Medium,Tier 3,Supermarket Type2,1224.369114
,Regular,0.133279499,Small,Tier 1,Grocery Store,895.4079334
18.85,Low Fat,0.016132592,Medium,Tier 1,Supermarket Type1,2016.164857
7.68,Low Fat,0.152429537,High,Tier 3,Supermarket Type1,2074.989108
15.35,Low Fat,0.035348491,,Tier 2,Supermarket Type1,1541.781916
13.1,Low Fat,0.020903193,Medium,Tier 1,Supermarket Type1,2025.062928
10.1,Low Fat,0.054853377,Medium,Tier 3,Supermarket Type2,1257.431486
,Regular,0.106971167,Small,Tier 1,Grocery Store,876.6538617
12.65,Low Fat,0.035482562,,Tier 2,Supermarket Type1,1541.26622
14.6,Regular,0.042923071,High,Tier 3,Supermarket Type1,1899.404455
11.1,Regular,0.036174285,Medium,Tier 3,Supermarket Type2,1192.106868
,Regular,0.033597374,Medium,Tier 3,Supermarket Type3,790.2832514
8.63,Regular,0.028320655,Medium,Tier 1,Supermarket Type1,1981.237682
9.6,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
19.6,Low Fat,0.056744064,,Tier 3,Grocery Store,460.3756841
19.35,Regular,0.039990314,Medium,Tier 1,Supermarket Type1,1994.989103
14,Low Fat,0.030155224,,Tier 2,Supermarket Type1,1534.376955
12.15,Low Fat,0.062541552,Medium,Tier 3,Supermarket Type2,1269.483664
8.195,Low Fat,0.031403441,Small,Tier 1,Supermarket Type1,1732.94221
8.325,Low Fat,0.029845243,,Tier 2,Supermarket Type1,1532.978994
7.475,Low Fat,0.149125615,Medium,Tier 3,Supermarket Type2,1353.450258
,Regular,0.170382726,Small,Tier 1,Grocery Store,924.6422942
6.385,Low Fat,0.083768522,High,Tier 3,Supermarket Type1,1995.579884
,Regular,0.116793684,Small,Tier 1,Grocery Store,888.8676903
18.5,Regular,0.062205112,High,Tier 3,Supermarket Type1,1922.468955
11.5,Low Fat,0.0463847,,Tier 2,Supermarket Type1,1550.652092
7.93,Low Fat,0.071425647,Medium,Tier 3,Supermarket Type2,1275.854037
,LF,0.033929133,Small,Tier 1,Grocery Store,838.2381329
13.65,Low Fat,0.036033639,,Tier 2,Supermarket Type1,1542.015223
12.35,Regular,0.158337479,High,Tier 3,Supermarket Type1,2023.37954
14,Low Fat,0.030140981,Medium,Tier 1,Supermarket Type1,2031.015069
9.6,Low Fat,0.024515221,Medium,Tier 1,Supermarket Type1,2027.432532
14,Regular,0.105125569,Small,Tier 2,Supermarket Type1,1568.686767
8.89,Low Fat,0.00547348,Small,Tier 2,Supermarket Type1,1505.894938
16.85,Regular,0.133385398,,Tier 3,Grocery Store,493.5226882
,Low Fat,0.047098175,Small,Tier 1,Grocery Store,853.0796432
7.05,Regular,0.055548003,Small,Tier 2,Supermarket Type1,1508.380951
17.1,Low Fat,0.128614205,Medium,Tier 1,Supermarket Type1,2150.864462
,Low Fat,0.047551568,Medium,Tier 3,Supermarket Type3,855.254922
19.7,LF,0.066879757,High,Tier 3,Supermarket Type1,1973.835252
16.1,Regular,0.160379061,Medium,Tier 3,Supermarket Type2,1332.992509
11.3,Regular,0.054861393,,Tier 2,Supermarket Type1,1508.427384
6.035,LF,0.141542481,,Tier 2,Supermarket Type1,1668.152467
17.6,Regular,0.053397642,Medium,Tier 3,Supermarket Type2,1206.548103
6.675,LF,0.021710275,,Tier 2,Supermarket Type1,1524.966816
15.5,Regular,0.075688032,High,Tier 3,Supermarket Type1,1932.802707
9.395,Low Fat,0.045340279,Medium,Tier 1,Supermarket Type1,2052.912106
16.1,LF,0.100149459,High,Tier 3,Supermarket Type1,2010.064255
15,Regular,0.162348584,,Tier 2,Supermarket Type1,1634.915037
9.6,Low Fat,0.036341539,Medium,Tier 1,Supermarket Type1,2043.537164
14.1,Low Fat,0.087920675,High,Tier 3,Supermarket Type1,1992.052947
11.5,Regular,0.042087749,,Tier 2,Supermarket Type1,1499.200579
12.1,Low Fat,0.016921927,,Tier 2,Supermarket Type1,1519.240231
7.42,Low Fat,0.020423549,Medium,Tier 1,Supermarket Type1,2023.303269
15.1,Low Fat,0.173833129,,Tier 2,Supermarket Type1,1695.214604
,Regular,0.256152243,Small,Tier 1,Grocery Store,1040.220491
9.285,Regular,0.021002641,Small,Tier 2,Supermarket Type1,1471.863749
7.855,Regular,0,Medium,Tier 3,Supermarket Type2,1150
,Regular,0.091780142,Medium,Tier 3,Supermarket Type3,859.3101491
12.85,Low Fat,0.033220169,Small,Tier 1,Supermarket Type1,1739.664882
13.8,Low Fat,0.141234932,High,Tier 3,Supermarket Type1,2064.821166
15,Low Fat,0.19899855,,Tier 3,Grocery Store,629.2463296
10.8,Low Fat,0.049709624,Small,Tier 2,Supermarket Type1,1551.59859
14.3,Regular,0.065153295,High,Tier 3,Supermarket Type1,1924.926289
9.8,Regular,0.015087112,Small,Tier 2,Supermarket Type1,1467.983838
11.5,Regular,0.037782943,,Tier 2,Supermarket Type1,1491.485671
9.21,Low Fat,0.008782561,,Tier 2,Supermarket Type1,1508.861604
,Low Fat,0.142728113,Medium,Tier 3,Supermarket Type3,954.2890902
10,Low Fat,0.073493831,Medium,Tier 1,Supermarket Type1,2077.682979
18.5,Low Fat,0.025907416,,Tier 2,Supermarket Type1,1530.389399
20.6,Regular,0.046280998,,Tier 2,Supermarket Type1,1499.983478
9.3,Low Fat,0.044624064,High,Tier 3,Supermarket Type1,1948.952598
11.395,Low Fat,0.009898492,,Tier 2,Supermarket Type1,1511.116007
11.8,Low Fat,0.189689886,,Tier 3,Grocery Store,610.9351532
8.01,Low Fat,0.070189131,High,Tier 3,Supermarket Type1,1976.646531
15,Low Fat,0.119374946,Medium,Tier 3,Supermarket Type2,1328.447442
13.35,Low Fat,0.065215312,Medium,Tier 3,Supermarket Type2,1272.454212
,Regular,0.095635061,Medium,Tier 3,Supermarket Type3,851.4687997
,Regular,0.216107535,Small,Tier 1,Grocery Store,968.916933
10.5,Low Fat,0.048009081,Small,Tier 2,Supermarket Type1,1553.194062
21.25,Low Fat,0.019533098,,Tier 2,Supermarket Type1,1521.779404
17,Regular,0.026568875,Small,Tier 1,Supermarket Type1,1677.286235
9.3,Low Fat,0.111127966,High,Tier 3,Supermarket Type1,2025.352346
15.7,Low Fat,0.03723211,Small,Tier 1,Supermarket Type1,1743.487104
15.75,Low Fat,0.140603316,Small,Tier 1,Supermarket Type1,1842.993572
,low fat,0.075368868,Medium,Tier 3,Supermarket Type3,884.2623944
14.5,Regular,0.063962842,Medium,Tier 1,Supermarket Type1,2020.934792
,Regular,0.102830104,Small,Tier 1,Grocery Store,870.3112217
,Low Fat,0.01031535,Medium,Tier 3,Supermarket Type3,811.4706692
7.1,Low Fat,0.110633958,,Tier 2,Supermarket Type1,1618.378335
14.5,Regular,0,Small,Tier 2,Supermarket Type1,1450
17.35,Low Fat,0.014721579,,Tier 2,Supermarket Type1,1516.576498
18,Low Fat,0.019465205,Medium,Tier 3,Supermarket Type2,1219.990766
6.615,Regular,0.091895319,High,Tier 3,Supermarket Type1,1952.555176
,Regular,0.118535581,Small,Tier 1,Grocery Store,884.4193489
11.5,Regular,0.037646623,,Tier 2,Supermarket Type1,1494.874775
19.1,Low Fat,0.092060694,Medium,Tier 1,Supermarket Type1,2108.631619
,Low Fat,0.04765803,Medium,Tier 3,Supermarket Type3,850.2792217
7.05,Regular,0.05587277,,Tier 2,Supermarket Type1,1510.789574
,Low Fat,0.017295906,Small,Tier 1,Grocery Store,818.7141703
16.35,Low Fat,0.02844314,,Tier 3,Grocery Store,429.4955362
18.35,Regular,0.094296835,Small,Tier 1,Supermarket Type1,1749.954645
9.105,Low Fat,0.064410783,,Tier 3,Grocery Store,477.0997073
7.63,Regular,0.134684292,Small,Tier 2,Supermarket Type1,1591.418507
,Low Fat,0.029299175,Small,Tier 1,Grocery Store,834.1042397
,low fat,0.210021713,Small,Tier 1,Grocery Store,1011.911908
7.55,Low Fat,0.027224917,,Tier 2,Supermarket Type1,1530.845831
,Low Fat,0.021184746,Small,Tier 1,Grocery Store,822.9854494
5.5,Low Fat,0.047059016,High,Tier 3,Supermarket Type1,1955.341403
7.59,Regular,0.14526636,Medium,Tier 1,Supermarket Type1,2104.563407
9.5,Low Fat,0.041851461,High,Tier 3,Supermarket Type1,1946.496973
6.11,Regular,0.152262171,,Tier 2,Supermarket Type1,1632.714605
5.655,Low Fat,0.085757338,,Tier 2,Supermarket Type1,1594.847616
7.285,Low Fat,0.049954435,Small,Tier 2,Supermarket Type1,1559.24596
10.65,Low Fat,0.048762383,Medium,Tier 1,Supermarket Type1,2051.9807
17.7,Regular,0,,Tier 2,Supermarket Type1,1450
12.8,Low Fat,0.075996742,High,Tier 3,Supermarket Type1,1981.16452
19.85,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
15.7,Regular,0.204984538,,Tier 3,Grocery Store,560.9290896
15.6,Low Fat,0.173573164,,Tier 2,Supermarket Type1,1688.15331
9.8,Regular,0.056339618,High,Tier 3,Supermarket Type1,1913.720108
19.5,Low Fat,0.014262413,High,Tier 3,Supermarket Type1,1914.847172
16.2,Low Fat,0.03338006,Small,Tier 1,Supermarket Type1,1734.581742
17.6,Regular,0.016024651,Small,Tier 2,Supermarket Type1,1466.040676
13.6,low fat,0.11830085,,Tier 2,Supermarket Type1,1620.785168
18.85,Low Fat,0.167552202,Small,Tier 2,Supermarket Type1,1690.339301
15.1,Regular,0.067181098,Medium,Tier 1,Supermarket Type1,2027.258263
17.35,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
,Regular,0,Small,Tier 1,Grocery Store,750
20.7,Low Fat,0.021431134,Small,Tier 1,Supermarket Type1,1721.92405
13.5,Regular,0.068256316,,Tier 2,Supermarket Type1,1522.419951
,Low Fat,0,Small,Tier 1,Grocery Store,800
,Regular,0.014143673,Medium,Tier 3,Supermarket Type3,765.3741726
13.1,Low Fat,0.075563757,Small,Tier 2,Supermarket Type1,1587.956213
12.15,Low Fat,0.018439138,Medium,Tier 1,Supermarket Type1,2018.439138
,Regular,0.074620291,Small,Tier 1,Grocery Store,836.2610564
,Regular,0.041370245,Medium,Tier 3,Supermarket Type3,794.6798646
,Regular,0.020312314,Medium,Tier 3,Supermarket Type3,774.0904044
,Low Fat,0.128532558,Small,Tier 1,Grocery Store,933.9309254
15.1,Low Fat,0.055195461,Small,Tier 2,Supermarket Type1,1562.150089
16.7,Low Fat,0.022065676,Small,Tier 1,Supermarket Type1,1725.088674
14.65,Low Fat,0.011212719,,Tier 2,Supermarket Type1,1512.580671
13.3,Low Fat,0.063925726,,Tier 2,Supermarket Type1,1576.58302
20.1,Low Fat,0.034848629,,Tier 2,Supermarket Type1,1536.138028
14.3,Regular,0,Medium,Tier 3,Supermarket Type2,1150
7.42,Low Fat,0.02050719,,Tier 2,Supermarket Type1,1522.086244
,Low Fat,0.025960174,Medium,Tier 3,Supermarket Type3,829.7763196
9.5,Low Fat,0.085020342,High,Tier 3,Supermarket Type1,1992.927234
7.075,Low Fat,0.097660814,,Tier 3,Grocery Store,515.2397605
,Low Fat,0.111654545,Small,Tier 1,Grocery Store,913.3293632
7.96,Low Fat,0,,Tier 2,Supermarket Type1,1500
6.135,Low Fat,0.115265695,,Tier 2,Supermarket Type1,1629.443375
14.6,Regular,0.043133816,Medium,Tier 3,Supermarket Type2,1197.964803
14.3,reg,0.049676157,Small,Tier 1,Supermarket Type1,1707.922399
,Low Fat,0.176834351,Medium,Tier 3,Supermarket Type3,994.1641174
,Low Fat,0.103918113,Small,Tier 1,Grocery Store,909.2179368
8.315,Regular,0.035644325,,Tier 2,Supermarket Type1,1491.45435
10.1,Low Fat,0.279783532,,Tier 3,Grocery Store,689.0163886
9.895,Regular,0.048738014,Medium,Tier 1,Supermarket Type1,2006.584834
11.5,Regular,0.020686161,,Tier 2,Supermarket Type1,1473.851144
18.25,LF,0.079342006,Medium,Tier 1,Supermarket Type1,2082.039634
4.635,Low Fat,0.140889111,Small,Tier 1,Supermarket Type1,1851.737573
18.5,Regular,0.062245149,Small,Tier 2,Supermarket Type1,1524.196218
5.365,Regular,0.140811559,Medium,Tier 3,Supermarket Type2,1313.48222
6.095,Low Fat,0.08152738,Medium,Tier 3,Supermarket Type2,1291.79983
,Low Fat,0.058198141,Medium,Tier 3,Supermarket Type3,859.5948964
16.75,Low Fat,0.081446638,Medium,Tier 1,Supermarket Type1,2095.536906
21.25,Low Fat,0.019462623,,Tier 2,Supermarket Type1,1522.673956
,Low Fat,0.072317217,Medium,Tier 3,Supermarket Type3,878.1749116
12.1,Low Fat,0.020684919,,Tier 2,Supermarket Type1,1523.994506
15.1,Low Fat,0.087604871,,Tier 3,Grocery Store,496.8909873
8.6,Regular,0,Medium,Tier 1,Supermarket Type1,1950
17.6,Low Fat,0.041681059,Medium,Tier 1,Supermarket Type1,2044.557052
15.35,Low Fat,0.015676231,Small,Tier 1,Supermarket Type1,1718.356867
8.26,Low Fat,0.034397781,Small,Tier 2,Supermarket Type1,1536.289659
6.57,Low Fat,0.096880574,Small,Tier 1,Supermarket Type1,1803.274692
11.6,Low Fat,0.017817285,Medium,Tier 3,Supermarket Type2,1218.405255
20.35,Regular,0.014909465,,Tier 2,Supermarket Type1,1466.087313
12.15,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
17.35,Regular,0.041439718,High,Tier 3,Supermarket Type1,1898.898867
7,Low Fat,0.151405587,Small,Tier 1,Supermarket Type1,1856.401971
8.5,Low Fat,0.097803261,High,Tier 3,Supermarket Type1,2010.028669
,Low Fat,0.196659953,Small,Tier 1,Grocery Store,1017.309248
14.5,Regular,0.041313203,Medium,Tier 1,Supermarket Type1,1999.121398
9.195,Regular,0.130657442,,Tier 3,Grocery Store,495.9443627
